launch_time,clear_sky
2024-09-07 01:05:09,
2024-09-07 10:50:17,
2024-09-07 17:02:42,
2024-09-07 22:50:36,
2024-09-08 04:50:13,
2024-09-08 10:54:00,
2024-09-08 16:49:48,
2024-09-08 22:43:44,
2024-09-09 04:48:55,
2024-09-09 10:47:00,
2024-09-09 16:48:39,
2024-09-09 22:56:29,
2024-09-10 04:47:55,
2024-09-10 10:50:52,
2024-09-10 16:48:09,
2024-09-10 22:48:35,
2024-09-11 04:51:23,
2024-09-11 10:48:10,
2024-09-11 16:50:20,
2024-09-11 22:48:44,
2024-09-12 04:47:44,
2024-09-12 07:49:42,
2024-09-12 10:48:53,
2024-09-12 13:47:48,
2024-09-12 16:46:34,
2024-09-12 19:49:59,
2024-09-12 22:49:17,
2024-09-13 01:46:14,
2024-09-13 05:00:39,
2024-09-13 10:48:57,
2024-09-13 13:49:55,
2024-09-13 16:49:12,
2024-09-13 22:52:28,
2024-09-14 01:50:02,
2024-09-14 04:53:14,
2024-09-14 07:48:37,
2024-09-14 10:53:11,
2024-09-14 14:02:41,
2024-09-14 16:50:31,
2024-09-14 19:53:38,
2024-09-14 22:52:34,
2024-09-15 01:49:00,
2024-09-15 04:48:06,
2024-09-15 10:48:45,
2024-09-15 13:50:10,
2024-09-15 16:49:58,
2024-09-15 22:49:47,
2024-09-15 23:12:43,
2024-09-16 01:48:33,
2024-09-16 04:47:18,
2024-09-16 07:49:00,
2024-09-16 10:48:23,
2024-09-16 13:49:37,
2024-09-16 16:50:41,
2024-09-16 19:48:58,
2024-09-16 22:53:39,
2024-09-17 01:49:09,
2024-09-17 05:20:34,
2024-09-17 10:57:27,
2024-09-17 13:51:31,
2024-09-17 16:50:10,
2024-09-17 22:49:42,
2024-09-18 01:49:29,
2024-09-18 04:49:35,
2024-09-18 10:50:17,
2024-09-18 13:50:22,
2024-09-18 16:55:28,
2024-09-18 23:26:17,
2024-09-19 01:50:08,
2024-09-19 04:55:00,
2024-09-19 08:43:34,
2024-09-19 10:49:58,
2024-09-19 13:59:32,
2024-09-19 16:51:15,
2024-09-19 19:50:11,
2024-09-19 23:05:43,
2024-09-20 01:49:49,
2024-09-20 04:48:45,
2024-09-20 10:50:40,
2024-09-20 14:08:50,
2024-09-20 16:49:07,
2024-09-20 22:49:55,
2024-09-21 01:50:11,
2024-09-21 04:57:58,
2024-09-21 07:50:08,
2024-09-21 10:49:55,
2024-09-21 13:48:41,
2024-09-21 16:49:51,
2024-09-21 19:50:02,
2024-09-21 22:50:44,
2024-09-22 01:50:43,
2024-09-22 04:50:14,
2024-09-22 10:49:54,
2024-09-22 14:04:57,
2024-09-22 16:50:11,
2024-09-22 19:49:09,
2024-09-22 22:50:05,
2024-09-23 02:01:37,
2024-09-23 04:50:30,
2024-09-23 07:48:59,
2024-09-23 10:50:02,
2024-09-23 13:50:09,
2024-09-23 16:49:11,
2024-09-23 20:57:17,
2024-09-23 22:52:08,
2024-09-24 01:53:13,
2024-09-24 04:49:29,
2024-09-24 08:02:33,
2024-09-24 10:49:51,
2024-09-24 13:50:12,
2024-09-24 16:50:29,
2024-09-24 19:50:03,
2024-09-24 22:47:35,
2024-09-25 01:50:08,
2024-09-25 04:49:33,
2024-09-25 10:48:43,
2024-09-25 13:53:55,
2024-09-25 16:49:52,
2024-09-25 19:49:07,
2024-09-26 01:49:49,
2024-09-26 04:50:24,
2024-09-26 07:53:59,
2024-09-26 10:53:59,
2024-09-26 14:01:14,
2024-09-26 16:50:52,
2024-09-26 19:51:40,
2024-09-26 22:50:05,
2024-09-27 01:50:05,
2024-09-27 04:49:32,
2024-09-27 10:51:56,
2024-09-27 13:50:45,
2024-09-27 16:50:11,
2024-09-27 22:50:24,
2024-09-28 01:50:39,
2024-09-28 04:50:33,
2024-09-28 07:51:02,
2024-09-28 10:50:09,
2024-09-28 13:49:21,
2024-09-28 17:03:06,
2024-09-28 19:57:06,
2024-09-29 01:51:05,
